dataset_id,dataset_label,dataset_name,fault_code,source_file,channel_idx,dominant_freq_hz,fft_period_samples,autocorr_period_samples,autocorr_period_ms,chosen_period_samples,chosen_period_ms,linear_trend_slope,rolling_rms_slope,n_samples_analyzed
4,D4,D4_MultiModeGB,MIX_TI,data/raw/dataset_4/teeth_break_and_bearing_inner_H_speed_circulation_10Nm-1000rpm.csv,6,693.359375,14.422535211267606,15.0,1.5,15.0,1.5,-3.580934651142858e-09,0.029993600872755797,50000
4,D4,D4_MultiModeGB,MIX_TI,data/raw/dataset_4/teeth_break_and_bearing_inner_H_speed_circulation_10Nm-1000rpm.csv,7,695.80078125,14.371929824561404,14.0,1.4,14.0,1.4,1.0832935573983555e-08,0.026639466443904174,50000
4,D4,D4_MultiModeGB,MIX_TO,data/raw/dataset_4/teeth_break_and_bearing_outer_H_speed_circulation_10Nm-1000rpm.csv,0,4.8828125,2048.0,3895.0,389.5,3895.0,389.5,-4.034529827992007e-06,0.005283190753489121,50000
4,D4,D4_MultiModeGB,MIX_TO,data/raw/dataset_4/teeth_break_and_bearing_outer_H_speed_circulation_10Nm-1000rpm.csv,1,3125.0,3.2,3.0,0.3,3.0,0.3,5.71819908504469e-05,0.00358589956120596,50000
4,D4,D4_MultiModeGB,MIX_TO,data/raw/dataset_4/teeth_break_and_bearing_outer_H_speed_circulation_10Nm-1000rpm.csv,2,107.421875,93.0909090909091,94.0,9.4,94.0,9.4,-4.361549959282085e-08,0.020660916963749176,50000
4,D4,D4_MultiModeGB,MIX_TO,data/raw/dataset_4/teeth_break_and_bearing_outer_H_speed_circulation_10Nm-1000rpm.csv,3,329.58984375,30.340740740740742,29.0,2.9,29.0,2.9,4.763103534656109e-08,0.020473792190275463,50000
4,D4,D4_MultiModeGB,MIX_TO,data/raw/dataset_4/teeth_break_and_bearing_outer_H_speed_circulation_10Nm-1000rpm.csv,4,3122.55859375,3.202501954652072,3.0,0.3,3.0,0.3,4.829667360047109e-08,0.019686513885030784,50000
4,D4,D4_MultiModeGB,MIX_TO,data/raw/dataset_4/teeth_break_and_bearing_outer_H_speed_circulation_10Nm-1000rpm.csv,5,661.62109375,15.114391143911439,30.0,3.0,30.0,3.0,5.715312847299688e-08,0.035060922169550104,50000
4,D4,D4_MultiModeGB,MIX_TO,data/raw/dataset_4/teeth_break_and_bearing_outer_H_speed_circulation_10Nm-1000rpm.csv,6,766.6015625,13.044585987261147,27.0,2.7,27.0,2.7,4.6019809832271347e-08,0.03432073364542964,50000
4,D4,D4_MultiModeGB,MIX_TO,data/raw/dataset_4/teeth_break_and_bearing_outer_H_speed_circulation_10Nm-1000rpm.csv,7,715.33203125,13.979522184300341,30.0,3.0,30.0,3.0,-1.1459499111106437e-08,0.027671570819335176,50000
4,D4,D4_MultiModeGB,NOR,data/raw/dataset_4/health_speed_circulation_10Nm-1000rpm.csv,0,2.44140625,4096.0,2025.0,202.5,2025.0,202.5,-1.6772286009827483e-05,-0.013245111655791121,50000
4,D4,D4_MultiModeGB,NOR,data/raw/dataset_4/health_speed_circulation_10Nm-1000rpm.csv,1,2.44140625,4096.0,3.0,0.3,3.0,0.3,6.298811783972789e-05,0.0077216891991970255,50000
4,D4,D4_MultiModeGB,NOR,data/raw/dataset_4/health_speed_circulation_10Nm-1000rpm.csv,2,85.44921875,117.02857142857142,93.0,9.299999999999999,93.0,9.299999999999999,3.476858910640528e-08,0.02373256718094633,50000
4,D4,D4_MultiModeGB,NOR,data/raw/dataset_4/health_speed_circulation_10Nm-1000rpm.csv,3,141.6015625,70.62068965517241,64.0,6.4,64.0,6.4,6.47274343959312e-08,0.026528784912811704,50000
4,D4,D4_MultiModeGB,NOR,data/raw/dataset_4/health_speed_circulation_10Nm-1000rpm.csv,4,3122.55859375,3.202501954652072,3.0,0.3,3.0,0.3,2.310081086602524e-08,0.019406839238607723,50000
4,D4,D4_MultiModeGB,NOR,data/raw/dataset_4/health_speed_circulation_10Nm-1000rpm.csv,5,732.421875,13.653333333333334,13.0,1.3,13.0,1.3,-1.611168403799222e-08,0.03486728713540626,50000
4,D4,D4_MultiModeGB,NOR,data/raw/dataset_4/health_speed_circulation_10Nm-1000rpm.csv,6,141.6015625,70.62068965517241,15.0,1.5,15.0,1.5,-3.5410452723932954e-09,0.035325157073631215,50000
4,D4,D4_MultiModeGB,NOR,data/raw/dataset_4/health_speed_circulation_10Nm-1000rpm.csv,7,124.51171875,80.31372549019608,29.0,2.9,29.0,2.9,-1.6241520723511226e-07,0.02594435316738098,50000
5,D5,D5_MixedBG,BRG_BF,data/raw/dataset_5/Bearing Dataset/BF_1200.csv,0,708.0078125,14.124137931034483,70.0,7.0,70.0,7.0,-4.5303298542174517e-07,-0.0007001838746382102,50000
5,D5,D5_MixedBG,BRG_BF,data/raw/dataset_5/Bearing Dataset/BF_1200.csv,1,993.65234375,10.063882063882064,2.0,0.2,2.0,0.2,-4.923150223582377e-07,-0.0011100528410061881,50000
5,D5,D5_MixedBG,BRG_BF,data/raw/dataset_5/Bearing Dataset/BF_1200.csv,2,859.375,11.636363636363637,12.0,1.2,12.0,1.2,-8.965251166284909e-07,-0.0008575287985980369,50000
5,D5,D5_MixedBG,BRG_CF,data/raw/dataset_5/Bearing Dataset/CF_1200.csv,0,712.890625,14.027397260273972,3.0,0.3,3.0,0.3,-7.763849476077859e-07,-0.0007566298249061509,50000
5,D5,D5_MixedBG,BRG_CF,data/raw/dataset_5/Bearing Dataset/CF_1200.csv,1,725.09765625,13.79124579124579,2.0,0.2,2.0,0.2,-1.1376020928771938e-06,-0.00032633778842193777,50000
5,D5,D5_MixedBG,BRG_CF,data/raw/dataset_5/Bearing Dataset/CF_1200.csv,2,200.1953125,49.951219512195124,3.0,0.3,3.0,0.3,-7.045258905818935e-07,-0.0006789452031020782,50000
5,D5,D5_MixedBG,BRG_IO,data/raw/dataset_5/Bearing Dataset/IF+OF_1200.csv,0,739.74609375,13.518151815181518,3191.0,319.1,3191.0,319.1,1.6128391804250363e-07,0.0003125155622680989,50000
5,D5,D5_MixedBG,BRG_IO,data/raw/dataset_5/Bearing Dataset/IF+OF_1200.csv,1,729.98046875,13.698996655518394,2.0,0.2,2.0,0.2,5.7487458097312714e-08,0.00015353140926384926,50000
5,D5,D5_MixedBG,BRG_IO,data/raw/dataset_5/Bearing Dataset/IF+OF_1200.csv,2,195.3125,51.2,3.0,0.3,3.0,0.3,1.0579287411292668e-06,-0.0005479769182067954,50000
5,D5,D5_MixedBG,BRG_IR,data/raw/dataset_5/Bearing Dataset/IF_1200.csv,0,693.359375,14.422535211267606,3.0,0.3,3.0,0.3,-8.139901061036195e-08,0.0004335935576427518,50000
5,D5,D5_MixedBG,BRG_IR,data/raw/dataset_5/Bearing Dataset/IF_1200.csv,1,944.82421875,10.583979328165375,12.0,1.2,12.0,1.2,-2.0105555942578397e-06,-8.391334655110093e-05,50000
5,D5,D5_MixedBG,BRG_IR,data/raw/dataset_5/Bearing Dataset/IF_1200.csv,2,200.1953125,49.951219512195124,7.0,0.7,7.0,0.7,-7.043243044068592e-06,-0.0006998627538891063,50000
5,D5,D5_MixedBG,BRG_OR,data/raw/dataset_5/Bearing Dataset/OF_1200.csv,0,712.890625,14.027397260273972,139.0,13.899999999999999,139.0,13.899999999999999,8.508387103140181e-07,-0.00012744521786696948,50000
5,D5,D5_MixedBG,BRG_OR,data/raw/dataset_5/Bearing Dataset/OF_1200.csv,1,944.82421875,10.583979328165375,139.0,13.899999999999999,139.0,13.899999999999999,-5.710689822353035e-07,0.0013623209670947404,50000
5,D5,D5_MixedBG,BRG_OR,data/raw/dataset_5/Bearing Dataset/OF_1200.csv,2,2297.36328125,4.352816153028693,4.0,0.4,4.0,0.4,4.768486003957311e-07,0.0015365229224179396,50000
5,D5,D5_MixedBG,GBX_BT,data/raw/dataset_5/Parallel Gearbox Dataset/gear tooth break_1200.csv,0,668.9453125,14.94890510948905,2241.0,224.1,2241.0,224.1,2.1152745815615196e-06,0.00040014487220518444,50000
5,D5,D5_MixedBG,GBX_BT,data/raw/dataset_5/Parallel Gearbox Dataset/gear tooth break_1200.csv,1,554.19921875,18.044052863436125,3.0,0.3,3.0,0.3,1.6664053040854282e-06,-0.00046970392751864855,50000
5,D5,D5_MixedBG,GBX_BT,data/raw/dataset_5/Parallel Gearbox Dataset/gear tooth break_1200.csv,2,668.9453125,14.94890510948905,2241.0,224.1,2241.0,224.1,1.2813694806512817e-06,-0.0009502233770939776,50000
5,D5,D5_MixedBG,GBX_EG,data/raw/dataset_5/Parallel Gearbox Dataset/eccentric gear_1200.csv,0,2871.09375,3.4829931972789114,17.0,1.7,17.0,1.7,-2.697489232043412e-06,-0.0008621276295653434,50000
5,D5,D5_MixedBG,GBX_EG,data/raw/dataset_5/Parallel Gearbox Dataset/eccentric gear_1200.csv,1,1479.4921875,6.759075907590759,7.0,0.7,7.0,0.7,4.062018071602625e-06,2.2318000856302156e-05,50000
5,D5,D5_MixedBG,GBX_EG,data/raw/dataset_5/Parallel Gearbox Dataset/eccentric gear_1200.csv,2,383.30078125,26.089171974522294,3.0,0.3,3.0,0.3,-5.1165246676478e-06,-0.000711211115659836,50000
5,D5,D5_MixedBG,GBX_WR,data/raw/dataset_5/Parallel Gearbox Dataset/gear surface wear_1200.csv,0,739.74609375,13.518151815181518,28.0,2.8,28.0,2.8,-1.650694130086797e-06,-0.00019660866680531918,50000
5,D5,D5_MixedBG,GBX_WR,data/raw/dataset_5/Parallel Gearbox Dataset/gear surface wear_1200.csv,1,666.50390625,15.003663003663004,3.0,0.3,3.0,0.3,-3.3081109933465865e-06,-0.0007704100551009725,50000
5,D5,D5_MixedBG,GBX_WR,data/raw/dataset_5/Parallel Gearbox Dataset/gear surface wear_1200.csv,2,666.50390625,15.003663003663004,15.0,1.5,15.0,1.5,-4.575468089286985e-06,-0.0015145937343898949,50000
5,D5,D5_MixedBG,MIX_IB,data/raw/dataset_5/Mixed Fault Dataset/IF+gear tooth break_1200.csv,0,749.51171875,13.342019543973942,80.0,8.0,80.0,8.0,-3.578236318082564e-06,0.0014901986322406757,50000
5,D5,D5_MixedBG,MIX_IB,data/raw/dataset_5/Mixed Fault Dataset/IF+gear tooth break_1200.csv,1,2807.6171875,3.5617391304347827,14.0,1.4,14.0,1.4,-9.018804715400061e-06,-0.002080647578416112,50000
5,D5,D5_MixedBG,MIX_IB,data/raw/dataset_5/Mixed Fault Dataset/IF+gear tooth break_1200.csv,2,373.53515625,26.77124183006536,3.0,0.3,3.0,0.3,-1.3575394735701767e-05,-0.004704750612638353,50000
5,D5,D5_MixedBG,MIX_II,data/raw/dataset_5/Mixed Fault Dataset/IF+eccentric gear_1200.csv,0,383.30078125,26.089171974522294,130.0,13.0,130.0,13.0,2.198436721800584e-06,-0.00018156430428074353,50000
5,D5,D5_MixedBG,MIX_II,data/raw/dataset_5/Mixed Fault Dataset/IF+eccentric gear_1200.csv,1,2941.89453125,3.3991701244813277,7.0,0.7,7.0,0.7,-3.1172013100867916e-07,-0.0006646123167542771,50000
5,D5,D5_MixedBG,MIX_II,data/raw/dataset_5/Mixed Fault Dataset/IF+eccentric gear_1200.csv,2,383.30078125,26.089171974522294,26.0,2.6,26.0,2.6,-1.8148033003677657e-06,-0.00029281415705280085,50000
5,D5,D5_MixedBG,MIX_IS,data/raw/dataset_5/Mixed Fault Dataset/IF+gear surface wear_1200.csv,0,666.50390625,15.003663003663004,285.0,28.5,285.0,28.5,-2.5375872348149415e-06,-0.0011141470156042406,50000
5,D5,D5_MixedBG,MIX_IS,data/raw/dataset_5/Mixed Fault Dataset/IF+gear surface wear_1200.csv,1,666.50390625,15.003663003663004,15.0,1.5,15.0,1.5,-1.1544770407655033e-06,-0.0005880256359155569,50000
5,D5,D5_MixedBG,MIX_IS,data/raw/dataset_5/Mixed Fault Dataset/IF+gear surface wear_1200.csv,2,383.30078125,26.089171974522294,26.0,2.6,26.0,2.6,-1.0005267644253754e-06,0.0008325503623398136,50000
5,D5,D5_MixedBG,MIX_OB,data/raw/dataset_5/Mixed Fault Dataset/OF+gear tooth break_1200.csv,0,754.39453125,13.255663430420713,80.0,8.0,80.0,8.0,-1.0447070331103624e-06,-0.004457540357711468,50000
5,D5,D5_MixedBG,MIX_OB,data/raw/dataset_5/Mixed Fault Dataset/OF+gear tooth break_1200.csv,1,649.4140625,15.398496240601503,17.0,1.7,17.0,1.7,-1.3867228518926738e-06,-0.004348343768368592,50000
5,D5,D5_MixedBG,MIX_OB,data/raw/dataset_5/Mixed Fault Dataset/OF+gear tooth break_1200.csv,2,373.53515625,26.77124183006536,26.0,2.6,26.0,2.6,-3.3005900521468803e-06,-0.0010128689865007343,50000
5,D5,D5_MixedBG,MIX_OI,data/raw/dataset_5/Mixed Fault Dataset/OF+eccentric gear_1200.csv,0,454.1015625,22.021505376344088,21.0,2.1,21.0,2.1,-3.48375693659615e-06,-0.0007417575491501927,50000
5,D5,D5_MixedBG,MIX_OI,data/raw/dataset_5/Mixed Fault Dataset/OF+eccentric gear_1200.csv,1,3015.13671875,3.3165991902834007,16.0,1.6,16.0,1.6,-5.305319644137523e-07,0.00025547200374991506,50000
5,D5,D5_MixedBG,MIX_OI,data/raw/dataset_5/Mixed Fault Dataset/OF+eccentric gear_1200.csv,2,380.859375,26.256410256410255,26.0,2.6,26.0,2.6,-3.398841697592385e-06,0.00044440277187295264,50000
5,D5,D5_MixedBG,MIX_OS,data/raw/dataset_5/Mixed Fault Dataset/OF+gear surface wear_1200.csv,0,664.0625,15.058823529411764,45.0,4.5,45.0,4.5,-1.8450120813401644e-06,4.209939746141414e-05,50000
5,D5,D5_MixedBG,MIX_OS,data/raw/dataset_5/Mixed Fault Dataset/OF+gear surface wear_1200.csv,1,664.0625,15.058823529411764,18.0,1.8,18.0,1.8,-2.0257612526691304e-06,3.55388405699823e-05,50000
5,D5,D5_MixedBG,MIX_OS,data/raw/dataset_5/Mixed Fault Dataset/OF+gear surface wear_1200.csv,2,383.30078125,26.089171974522294,26.0,2.6,26.0,2.6,-4.2938049029207313e-07,0.0005584057386943178,50000
5,D5,D5_MixedBG,NOR,data/raw/dataset_5/Bearing Dataset/Normal_1200.csv,0,380.859375,26.256410256410255,14.0,1.4,14.0,1.4,3.117787237611417e-08,0.0005143218700755589,50000
5,D5,D5_MixedBG,NOR,data/raw/dataset_5/Bearing Dataset/Normal_1200.csv,1,959.47265625,10.422391857506362,9.0,0.9,9.0,0.9,-5.644384439159634e-07,0.0004070879969305209,50000
5,D5,D5_MixedBG,NOR,data/raw/dataset_5/Bearing Dataset/Normal_1200.csv,2,2089.84375,4.785046728971962,5.0,0.5,5.0,0.5,-4.2472123974172514e-08,-0.00047147538855846997,50000
8,D8,D8_HUSTGearbox,GBX_BT,data/raw/dataset_8/B_20_0.txt,0,18.75,1365.3333333333333,1301.0,50.8203125,1301.0,50.8203125,-3.317330688949163e-07,0.0010541318630465965,50000
8,D8,D8_HUSTGearbox,GBX_BT,data/raw/dataset_8/B_20_0.txt,1,2125.0,12.047058823529412,3902.0,152.421875,3902.0,152.421875,1.7457921162325772e-08,-0.00033870244444795546,50000
8,D8,D8_HUSTGearbox,GBX_BT,data/raw/dataset_8/B_20_0.txt,2,1418.75,18.044052863436125,3902.0,152.421875,3902.0,152.421875,2.925200698298819e-08,0.00010556781277697145,50000
8,D8,D8_HUSTGearbox,GBX_BT,data/raw/dataset_8/B_20_0.txt,3,2856.25,8.962800875273523,3902.0,152.421875,3902.0,152.421875,-2.8095386913064535e-07,0.00037365706221442806,50000
8,D8,D8_HUSTGearbox,GBX_MT,data/raw/dataset_8/M_20_0.txt,0,18.75,1365.3333333333333,1302.0,50.859375,1302.0,50.859375,-9.645395982363123e-09,-1.7775946796750506e-05,50000
8,D8,D8_HUSTGearbox,GBX_MT,data/raw/dataset_8/M_20_0.txt,1,2831.25,9.041942604856512,10.0,0.390625,10.0,0.390625,-2.7649943851526908e-08,0.0015409263367537982,50000
8,D8,D8_HUSTGearbox,GBX_MT,data/raw/dataset_8/M_20_0.txt,2,2818.75,9.082039911308204,9.0,0.3515625,9.0,0.3515625,4.603163923394521e-10,0.00244071556210202,50000
8,D8,D8_HUSTGearbox,GBX_MT,data/raw/dataset_8/M_20_0.txt,3,2900.0,8.827586206896552,9.0,0.3515625,9.0,0.3515625,5.634991088396625e-08,0.0014290405416601685,50000
8,D8,D8_HUSTGearbox,NOR,data/raw/dataset_8/H_20_0.txt,0,18.75,1365.3333333333333,1309.0,51.1328125,1309.0,51.1328125,-8.597934056144782e-07,0.000266153339415019,50000
8,D8,D8_HUSTGearbox,NOR,data/raw/dataset_8/H_20_0.txt,1,1406.25,18.204444444444444,3927.0,153.3984375,3927.0,153.3984375,-2.474339435016154e-07,8.235257398310287e-05,50000
8,D8,D8_HUSTGearbox,NOR,data/raw/dataset_8/H_20_0.txt,2,2462.5,10.395939086294415,3927.0,153.3984375,3927.0,153.3984375,-1.0983448224688779e-08,0.0002768760265103431,50000
8,D8,D8_HUSTGearbox,NOR,data/raw/dataset_8/H_20_0.txt,3,2856.25,8.962800875273523,3927.0,153.3984375,3927.0,153.3984375,-3.384203453162916e-08,0.0005220228591091747,50000
